CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKTORNTPOWER30-SEP-2025,1287.2000000,1287.2000000,1299.1000000,1266.1000000,1269.2000000,1269.2000000,-1.3900000,9797.0000000,606750.0000000,1618.0000000,776732775.0000000
FUTSTKTRENT30-SEP-2025,5167.5000000,5165.0000000,5180.5000000,5091.5000000,5099.0000000,5099.0000000,-1.3200000,73311.0000000,789500.0000000,7895.0000000,4042628400.0000000
FUTSTKTRENT25-NOV-2025,5219.5000000,5198.5000000,5202.0000000,5140.0000000,5151.0000000,5151.0000000,-1.3100000,1450.0000000,39400.0000000,394.0000000,203764950.0000000
FUTSTKTRENT28-OCT-2025,5191.0000000,5191.0000000,5195.0000000,5117.0000000,5123.0000000,5123.0000000,-1.3000000,8912.0000000,321300.0000000,3213.0000000,1652703950.0000000
FUTSTKTVSMOTOR25-NOV-2025,3587.4000000,3580.4000000,3580.4000000,3556.6000000,3571.0000000,3569.1000000,-0.5100000,228.0000000,3850.0000000,11.0000000,13748700.0000000
FUTSTKTVSMOTOR30-SEP-2025,3554.6000000,3559.1000000,3559.1000000,3525.0000000,3542.4000000,3542.4000000,-0.3400000,25485.0000000,652750.0000000,1865.0000000,2311522745.0000000
FUTSTKTVSMOTOR28-OCT-2025,3571.2000000,3569.1000000,3569.9000000,3544.3000000,3559.1000000,3559.1000000,-0.3300000,893.0000000,142800.0000000,408.0000000,508098430.0000000
FUTSTKUNITDSPR30-SEP-2025,1332.1000000,1331.4000000,1341.6000000,1327.6000000,1332.6000000,1332.6000000,0.0300000,30686.0000000,620000.0000000,1550.0000000,827023440.0000000
FUTSTKUNITDSPR25-NOV-2025,1345.6000000,1351.3000000,1351.3000000,1341.5000000,1344.8000000,1344.8000000,-0.0500000,234.0000000,7200.0000000,18.0000000,9702000.0000000
FUTSTKUNITDSPR28-OCT-2025,1339.0000000,1336.8000000,1347.0000000,1334.5000000,1338.9000000,1338.9000000,0.0000000,1836.0000000,169600.0000000,424.0000000,227114560.0000000
FUTSTKUNOMINDA28-OCT-2025,1323.3000000,1323.2000000,1335.0000000,1318.7000000,1329.7000000,1329.7000000,0.4800000,158.0000000,58300.0000000,106.0000000,77265595.0000000
FUTSTKUNOMINDA25-NOV-2025,1327.6000000,1329.2000000,1333.2000000,1329.2000000,1333.2000000,1333.2000000,0.4200000,23.0000000,2750.0000000,5.0000000,3659205.0000000
FUTSTKUNOMINDA30-SEP-2025,1317.7000000,1319.7000000,1329.5000000,1310.3000000,1324.6000000,1324.6000000,0.5200000,6284.0000000,399300.0000000,726.0000000,527353585.0000000
FUTSTKUPL25-NOV-2025,707.7000000,707.1000000,707.1000000,699.3500000,700.0500000,700.0500000,-1.0800000,141.0000000,35230.0000000,26.0000000,24733018.2500000
FUTSTKUPL30-SEP-2025,702.1500000,702.0000000,702.1000000,692.9000000,694.1500000,694.1500000,-1.1300000,27753.0000000,6247905.0000000,4611.0000000,4343297962.2500000
FUTSTKUPL28-OCT-2025,704.9000000,703.6000000,705.0000000,695.0000000,696.9500000,696.9500000,-1.1200000,5034.0000000,2168000.0000000,1600.0000000,1513580663.5000000
FUTSTKVEDL28-OCT-2025,460.1500000,459.0000000,461.8500000,455.8000000,459.4000000,459.4000000,-0.1600000,5541.0000000,2098750.0000000,1825.0000000,962838995.0000000
FUTSTKVEDL30-SEP-2025,457.3000000,457.4500000,459.8000000,453.3000000,457.2500000,457.2500000,-0.0100000,69019.0000000,9363300.0000000,8142.0000000,4278946622.5000000
FUTSTKVEDL25-NOV-2025,460.6000000,461.0000000,463.7500000,457.9500000,461.5500000,461.5500000,0.2000000,556.0000000,59800.0000000,52.0000000,27574067.5000000
FUTSTKVOLTAS25-NOV-2025,1401.0000000,1408.0000000,1410.0000000,1390.0000000,1392.0000000,1392.0000000,-0.6400000,258.0000000,7500.0000000,20.0000000,10504875.0000000
FUTSTKVOLTAS28-OCT-2025,1407.7000000,1409.6000000,1418.5000000,1395.2000000,1398.2000000,1398.2000000,-0.6700000,4571.0000000,568125.0000000,1515.0000000,797280975.0000000
FUTSTKVOLTAS30-SEP-2025,1420.5000000,1421.5000000,1432.8000000,1407.2000000,1410.8000000,1410.8000000,-0.6800000,26954.0000000,1505250.0000000,4014.0000000,2132158575.0000000
FUTSTKWIPRO28-OCT-2025,256.8200000,256.9800000,257.2600000,255.0000000,255.9400000,255.9400000,-0.3400000,7102.0000000,8907000.0000000,2969.0000000,2278882260.0000000
FUTSTKWIPRO30-SEP-2025,257.3200000,257.2300000,257.7000000,255.1000000,256.1700000,256.1700000,-0.4400000,36453.0000000,16665000.0000000,5555.0000000,4267536240.0000000
FUTSTKWIPRO25-NOV-2025,256.7600000,256.9200000,256.9500000,255.5000000,256.3500000,256.3500000,-0.1500000,411.0000000,264000.0000000,88.0000000,67606320.0000000
FUTSTKZYDUSLIFE30-SEP-2025,1052.4000000,1054.2000000,1060.9500000,1037.9500000,1040.9500000,1040.9500000,-1.0800000,9048.0000000,1426500.0000000,1585.0000000,1492886565.0000000
FUTSTKZYDUSLIFE25-NOV-2025,1062.6500000,1066.0000000,1066.0000000,1048.5500000,1049.9000000,1049.9000000,-1.1900000,57.0000000,35100.0000000,39.0000000,37070640.0000000
FUTSTKZYDUSLIFE28-OCT-2025,1057.4500000,1059.1500000,1065.0000000,1042.4500000,1046.1500000,1046.1500000,-1.0600000,1988.0000000,438300.0000000,487.0000000,460883610.0000000
