CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKIREDA28-OCT-2025,154.4800000,154.6700000,160.5500000,153.3000000,160.0000000,160.0000000,3.5700000,2523.0000000,5495850.0000000,1593.0000000,870966162.0000000
FUTSTKIREDA25-NOV-2025,154.1100000,153.3000000,159.8200000,153.0000000,159.5000000,159.5000000,3.4900000,504.0000000,983250.0000000,285.0000000,155606557.5000000
FUTSTKIREDA30-SEP-2025,155.4500000,154.9200000,161.7500000,154.0400000,161.0900000,161.0900000,3.6200000,10044.0000000,18947400.0000000,5492.0000000,3029926102.5000000
FUTSTKIRFC30-SEP-2025,130.0100000,130.0900000,130.9000000,129.3400000,130.2300000,130.2300000,0.1600000,9201.0000000,7250500.0000000,1706.0000000,943320055.0000000
FUTSTKIRFC28-OCT-2025,130.3400000,130.4000000,131.2000000,129.6400000,130.5900000,130.5900000,0.1900000,1621.0000000,2333250.0000000,549.0000000,304574592.5000000
FUTSTKIRFC25-NOV-2025,130.2400000,129.9700000,131.0000000,129.7000000,130.5500000,130.5500000,0.2300000,394.0000000,306000.0000000,72.0000000,39898532.5000000
FUTSTKJSWSTEEL28-OCT-2025,1131.7000000,1130.4000000,1135.1000000,1122.8000000,1131.9000000,1131.9000000,0.0100000,1554.0000000,321975.0000000,477.0000000,363578625.0000000
FUTSTKJSWSTEEL30-SEP-2025,1126.3000000,1127.0000000,1128.9000000,1117.7000000,1125.9000000,1125.9000000,-0.0300000,62364.0000000,2658150.0000000,3938.0000000,2985885315.0000000
FUTSTKJSWSTEEL25-NOV-2025,1136.1000000,1130.5000000,1142.0000000,1129.3000000,1136.8000000,1136.8000000,0.0600000,119.0000000,22275.0000000,33.0000000,25279290.0000000
FUTSTKKALYANKJIL28-OCT-2025,519.2000000,517.5000000,519.7000000,514.8500000,515.8000000,515.8000000,-0.6500000,1219.0000000,717925.0000000,611.0000000,371041323.7500000
FUTSTKKALYANKJIL30-SEP-2025,516.5500000,515.2000000,518.0500000,512.0000000,513.5000000,513.5000000,-0.5900000,23065.0000000,2170225.0000000,1847.0000000,1116014765.0000000
FUTSTKKALYANKJIL25-NOV-2025,521.3000000,520.0000000,521.6000000,517.5000000,517.9500000,517.9500000,-0.6400000,151.0000000,31725.0000000,27.0000000,16465333.7500000
FUTSTKKAYNES30-SEP-2025,7262.0000000,7238.0000000,7374.0000000,6883.0000000,7162.0000000,7162.0000000,-1.3700000,9577.0000000,1433900.0000000,14339.0000000,10189591650.0000000
FUTSTKKAYNES28-OCT-2025,7293.0000000,7278.0000000,7409.5000000,6882.5000000,7194.5000000,7194.5000000,-1.3500000,1259.0000000,283300.0000000,2833.0000000,2023332400.0000000
FUTSTKKAYNES25-NOV-2025,7310.5000000,7350.0000000,7433.5000000,6945.5000000,7221.0000000,7221.0000000,-1.2200000,133.0000000,16800.0000000,168.0000000,120531950.0000000
FUTSTKKPITTECH30-SEP-2025,1307.2000000,1303.5000000,1312.7000000,1282.1000000,1286.5000000,1286.5000000,-1.5800000,7627.0000000,817200.0000000,2043.0000000,1057432000.0000000
FUTSTKKPITTECH28-OCT-2025,1305.6000000,1303.0000000,1313.4000000,1283.0000000,1286.2000000,1286.2000000,-1.4800000,1218.0000000,234000.0000000,585.0000000,302532640.0000000
FUTSTKKPITTECH25-NOV-2025,1310.4000000,1313.1000000,1313.1000000,1280.7000000,1289.7000000,1289.7000000,-1.5700000,151.0000000,16400.0000000,41.0000000,21253880.0000000
FUTSTKLAURUSLABS30-SEP-2025,925.6500000,927.0000000,945.8000000,920.0000000,933.4000000,933.4000000,0.8300000,9340.0000000,7937300.0000000,4669.0000000,7422264770.0000000
FUTSTKLAURUSLABS25-NOV-2025,934.7000000,932.1000000,954.0000000,930.0500000,942.3500000,942.3500000,0.8100000,125.0000000,163200.0000000,96.0000000,154244740.0000000
FUTSTKLAURUSLABS28-OCT-2025,930.4500000,927.7500000,950.6000000,924.8000000,938.4000000,938.4000000,0.8500000,2158.0000000,2932500.0000000,1725.0000000,2755326935.0000000
FUTSTKLICHSGFIN25-NOV-2025,600.0000000,599.4500000,602.4500000,594.0000000,599.0500000,599.0500000,-0.1500000,261.0000000,69000.0000000,69.0000000,41343200.0000000
FUTSTKLICHSGFIN28-OCT-2025,597.2500000,597.5000000,600.0500000,591.0000000,596.7000000,596.7000000,-0.0900000,3640.0000000,1509000.0000000,1509.0000000,899285100.0000000
FUTSTKLICHSGFIN30-SEP-2025,594.3500000,594.5500000,597.2500000,587.6500000,593.7500000,593.7500000,-0.1000000,24234.0000000,4205000.0000000,4205.0000000,2495008950.0000000
FUTSTKLICI30-SEP-2025,893.5000000,894.5500000,903.3000000,892.6500000,895.8500000,895.8500000,0.2600000,9950.0000000,1010800.0000000,1444.0000000,907479230.0000000
FUTSTKLICI28-OCT-2025,894.1000000,895.8000000,903.0000000,894.7000000,896.4000000,896.4000000,0.2500000,1530.0000000,383600.0000000,548.0000000,344625820.0000000
FUTSTKLICI25-NOV-2025,899.6000000,902.0000000,905.3000000,898.0500000,900.5000000,900.5000000,0.1000000,263.0000000,27300.0000000,39.0000000,24604965.0000000
FUTSTKLT28-OCT-2025,3717.8000000,3716.0000000,3731.2000000,3700.3000000,3706.8000000,3706.8000000,-0.2900000,11096.0000000,667100.0000000,3812.0000000,2476434467.5000000
FUTSTKLT30-SEP-2025,3700.5000000,3705.3000000,3711.7000000,3682.2000000,3688.0000000,3688.0000000,-0.3300000,81965.0000000,1735125.0000000,9915.0000000,6411484135.0000000
FUTSTKLT25-NOV-2025,3737.5000000,3724.0000000,3748.0000000,3724.0000000,3727.2000000,3727.2000000,-0.2700000,399.0000000,14175.0000000,81.0000000,52900680.0000000
FUTSTKLTIM25-NOV-2025,5512.5000000,5512.5000000,5517.0000000,5477.5000000,5497.0000000,5497.0000000,-0.2800000,106.0000000,2850.0000000,19.0000000,15671400.0000000
FUTSTKLTIM28-OCT-2025,5517.5000000,5517.5000000,5522.5000000,5467.0000000,5496.0000000,5496.0000000,-0.3800000,1357.0000000,80550.0000000,537.0000000,442666350.0000000
FUTSTKLTIM30-SEP-2025,5535.5000000,5553.0000000,5554.0000000,5486.5000000,5514.5000000,5514.5000000,-0.3700000,15399.0000000,327000.0000000,2180.0000000,1803797100.0000000
FUTSTKLUPIN30-SEP-2025,2056.6000000,2061.0000000,2067.2000000,2050.0000000,2061.0000000,2061.0000000,0.2100000,24241.0000000,869550.0000000,2046.0000000,1791510617.5000000
FUTSTKLUPIN25-NOV-2025,2069.9000000,2085.2000000,2085.6000000,2070.0000000,2082.4000000,2082.4000000,0.6000000,57.0000000,8500.0000000,20.0000000,17672775.0000000
FUTSTKLUPIN28-OCT-2025,2065.6000000,2069.6000000,2077.2000000,2059.5000000,2071.6000000,2071.6000000,0.2900000,887.0000000,282625.0000000,665.0000000,585020660.0000000
FUTSTKM&M30-SEP-2025,3655.4000000,3662.0000000,3664.6000000,3598.2000000,3605.9000000,3605.9000000,-1.3500000,80168.0000000,2513800.0000000,12569.0000000,9100753720.0000000
FUTSTKM&M25-NOV-2025,3690.2000000,3668.9000000,3681.0000000,3634.7000000,3643.8000000,3643.8000000,-1.2500000,864.0000000,46800.0000000,234.0000000,170994580.0000000
FUTSTKM&M28-OCT-2025,3676.2000000,3653.1000000,3681.1000000,3615.6000000,3623.1000000,3623.1000000,-1.4400000,14775.0000000,1150800.0000000,5754.0000000,4183905800.0000000
FUTSTKMANAPPURAM28-OCT-2025,295.0500000,295.2500000,296.3500000,288.2000000,288.8000000,288.8000000,-2.1100000,473.0000000,1728000.0000000,576.0000000,500546250.0000000
FUTSTKMANAPPURAM30-SEP-2025,293.7000000,293.5000000,295.2500000,286.5000000,287.5500000,287.5500000,-2.0900000,8039.0000000,4851000.0000000,1617.0000000,1402147650.0000000
FUTSTKMANAPPURAM25-NOV-2025,295.6000000,295.9000000,295.9000000,289.2500000,289.2500000,289.7500000,-1.9700000,85.0000000,72000.0000000,24.0000000,21091350.0000000
FUTSTKMAZDOCK28-OCT-2025,3003.2000000,3002.1000000,3039.7000000,2995.0000000,3010.5000000,3010.5000000,0.2400000,2284.0000000,185850.0000000,1062.0000000,560669532.5000000
FUTSTKMAZDOCK25-NOV-2025,3013.2000000,3018.5000000,3045.2000000,3015.0000000,3016.8000000,3016.8000000,0.1100000,234.0000000,10150.0000000,58.0000000,30765927.5000000
FUTSTKMAZDOCK30-SEP-2025,2987.8000000,2986.9000000,3024.7000000,2976.7000000,2997.2000000,2997.2000000,0.3100000,16574.0000000,575750.0000000,3290.0000000,1730207237.5000000
FUTIDXMIDCPNIFTY25-NOV-2025,13380.8500000,13383.9500000,13408.2000000,13354.7500000,13385.8000000,13385.8000000,0.0300000,110.0000000,3500.0000000,25.0000000,46830567.0000000
FUTIDXMIDCPNIFTY28-OCT-2025,13334.6000000,13310.0500000,13357.5500000,13295.8500000,13331.3500000,13331.3500000,-0.0200000,768.0000000,71120.0000000,508.0000000,947806608.0000000
FUTIDXMIDCPNIFTY30-SEP-2025,13282.5500000,13278.7000000,13306.9000000,13224.8000000,13282.0000000,13282.0000000,0.0000000,19533.0000000,265580.0000000,1897.0000000,3525740694.0000000
FUTSTKMUTHOOTFIN30-SEP-2025,2962.6000000,2961.0000000,2994.8000000,2926.5000000,2938.8000000,2938.8000000,-0.8000000,9874.0000000,576125.0000000,2095.0000000,1699750222.5000000
FUTSTKMUTHOOTFIN25-NOV-2025,2983.0000000,2983.0000000,2983.0000000,2949.9000000,2949.9000000,2967.8000000,-0.5000000,105.0000000,1925.0000000,7.0000000,5704022.5000000
FUTSTKMUTHOOTFIN28-OCT-2025,2973.1000000,2987.0000000,3000.4000000,2942.0000000,2951.2000000,2951.2000000,-0.7300000,366.0000000,69300.0000000,252.0000000,204953567.5000000
FUTSTKNATIONALUM25-NOV-2025,213.9000000,213.6600000,214.1500000,213.0100000,213.5300000,213.5300000,-0.1700000,177.0000000,82500.0000000,22.0000000,17621400.0000000
FUTSTKNATIONALUM28-OCT-2025,213.3400000,213.0000000,214.7600000,211.8000000,213.1300000,213.1300000,-0.0900000,2413.0000000,6446250.0000000,1719.0000000,1374204825.0000000
FUTSTKNATIONALUM30-SEP-2025,212.3100000,211.5100000,213.3900000,210.7200000,212.0700000,212.0700000,-0.1100000,18776.0000000,12705000.0000000,3388.0000000,2694863512.5000000
FUTSTKNAUKRI30-SEP-2025,1390.6000000,1387.9000000,1392.7000000,1375.0000000,1378.4000000,1378.4000000,-0.8700000,33603.0000000,463500.0000000,1236.0000000,639284137.5000000
FUTSTKNAUKRI28-OCT-2025,1396.4000000,1393.5000000,1399.0000000,1382.1000000,1385.5000000,1385.5000000,-0.7800000,690.0000000,78000.0000000,208.0000000,108211387.5000000
FUTSTKNAUKRI25-NOV-2025,1400.7000000,1396.1000000,1396.1000000,1388.0000000,1390.9000000,1390.9000000,-0.6900000,68.0000000,8625.0000000,23.0000000,11997450.0000000
FUTSTKNMDC28-OCT-2025,77.3900000,77.2800000,78.2100000,76.9100000,77.1100000,77.1100000,-0.3600000,1641.0000000,9936000.0000000,736.0000000,770478210.0000000
FUTSTKNMDC25-NOV-2025,77.8500000,77.8500000,78.5100000,77.4100000,77.4400000,77.4400000,-0.5200000,162.0000000,931500.0000000,69.0000000,72655920.0000000
FUTSTKNMDC30-SEP-2025,76.9800000,77.3000000,77.8300000,76.5100000,76.7100000,76.7100000,-0.3500000,17605.0000000,39109500.0000000,2897.0000000,3020259015.0000000
FUTSTKNYKAA30-SEP-2025,246.7300000,246.9900000,247.6500000,244.0000000,244.5500000,244.5500000,-0.8800000,19145.0000000,6000000.0000000,1920.0000000,1471055812.5000000
FUTSTKNYKAA28-OCT-2025,244.0700000,244.5200000,244.6100000,241.5000000,241.9700000,241.9700000,-0.8600000,1961.0000000,1796875.0000000,575.0000000,436012562.5000000
FUTSTKNYKAA25-NOV-2025,242.9400000,242.9400000,242.9400000,240.3300000,240.8000000,246.3600000,1.4000000,66.0000000,31250.0000000,10.0000000,7549218.7500000
FUTSTKOFSS28-OCT-2025,9239.0000000,9239.0000000,9293.5000000,9079.5000000,9097.5000000,9097.5000000,-1.5300000,1621.0000000,69150.0000000,922.0000000,633059625.0000000
FUTSTKOFSS25-NOV-2025,9280.0000000,9319.0000000,9319.0000000,9120.0000000,9120.0000000,9120.0000000,-1.7200000,118.0000000,3150.0000000,42.0000000,29023425.0000000
FUTSTKOFSS30-SEP-2025,9207.0000000,9190.5000000,9248.0000000,9031.0000000,9060.5000000,9060.5000000,-1.5900000,13714.0000000,313350.0000000,4178.0000000,2863108387.5000000
FUTSTKPAGEIND25-NOV-2025,43565.0000000,43300.0000000,43300.0000000,42970.0000000,42990.0000000,42990.0000000,-1.3100000,68.0000000,525.0000000,35.0000000,22617900.0000000
FUTSTKPAGEIND30-SEP-2025,44385.0000000,44405.0000000,44500.0000000,43635.0000000,43730.0000000,43730.0000000,-1.4700000,14057.0000000,48885.0000000,3259.0000000,2144568975.0000000
FUTSTKPAGEIND28-OCT-2025,43805.0000000,43855.0000000,43880.0000000,43100.0000000,43180.0000000,43180.0000000,-1.4200000,1926.0000000,16950.0000000,1130.0000000,733643025.0000000
FUTSTKPATANJALI25-NOV-2025,612.9000000,615.0000000,620.0000000,615.0000000,615.5000000,615.5000000,0.4200000,39.0000000,22500.0000000,25.0000000,13878450.0000000
FUTSTKPATANJALI28-OCT-2025,611.7000000,612.1000000,619.1000000,611.5000000,613.3000000,613.3000000,0.2600000,3679.0000000,1318500.0000000,1465.0000000,809594730.0000000
FUTSTKPATANJALI30-SEP-2025,608.8000000,610.0000000,615.7000000,608.3000000,609.7000000,609.7000000,0.1400000,31132.0000000,3961800.0000000,4402.0000000,2421720990.0000000
FUTSTKPAYTM25-NOV-2025,1246.7000000,1244.5000000,1244.5000000,1179.5000000,1191.4000000,1191.4000000,-4.4300000,164.0000000,81925.0000000,113.0000000,98366767.5000000
FUTSTKPAYTM30-SEP-2025,1235.3000000,1225.7000000,1238.3000000,1166.1000000,1180.3000000,1180.3000000,-4.4500000,39016.0000000,11003325.0000000,15177.0000000,13129249677.5000000
FUTSTKPAYTM28-OCT-2025,1240.8000000,1239.4000000,1244.0000000,1173.2000000,1187.2000000,1187.2000000,-4.3100000,2334.0000000,2066250.0000000,2850.0000000,2473432982.5000000
FUTSTKPETRONET30-SEP-2025,280.2500000,279.7500000,280.6000000,278.8000000,279.5500000,279.5500000,-0.2400000,19467.0000000,1971000.0000000,1095.0000000,551123910.0000000
FUTSTKPETRONET28-OCT-2025,281.7500000,281.2500000,282.0000000,280.1500000,280.8500000,280.8500000,-0.3100000,1775.0000000,932400.0000000,518.0000000,261948510.0000000
FUTSTKPETRONET25-NOV-2025,282.6500000,282.7500000,282.8000000,281.4500000,282.0500000,282.0500000,-0.2100000,108.0000000,37800.0000000,21.0000000,10670760.0000000
FUTSTKPGEL30-SEP-2025,568.3500000,567.4000000,575.0000000,564.1000000,571.9000000,571.9000000,0.6200000,12026.0000000,2202200.0000000,3146.0000000,1256432590.0000000
FUTSTKPGEL25-NOV-2025,573.9000000,577.0000000,580.3500000,570.0000000,580.3500000,580.3500000,1.1200000,76.0000000,9100.0000000,13.0000000,5214930.0000000
FUTSTKPGEL28-OCT-2025,571.4500000,570.2500000,577.9500000,567.2500000,575.1000000,575.1000000,0.6300000,938.0000000,314300.0000000,449.0000000,180035940.0000000
FUTSTKPIDILITIND30-SEP-2025,3068.2000000,3070.5000000,3082.2000000,3051.8000000,3059.1000000,3059.1000000,-0.2900000,15400.0000000,267500.0000000,1070.0000000,818768950.0000000
FUTSTKPIDILITIND28-OCT-2025,3082.1000000,3078.6000000,3095.0000000,3067.4000000,3074.7000000,3074.7000000,-0.2400000,1395.0000000,104500.0000000,418.0000000,321455425.0000000
FUTSTKPIDILITIND25-NOV-2025,3100.0000000,3086.0000000,3086.0000000,3086.0000000,3086.0000000,3082.6000000,-0.5600000,20.0000000,250.0000000,1.0000000,771500.0000000
FUTSTKPNBHOUSING30-SEP-2025,865.0500000,863.0000000,879.8000000,855.7500000,870.3500000,870.3500000,0.6100000,25695.0000000,4496700.0000000,6918.0000000,3920128712.5000000
FUTSTKPNBHOUSING25-NOV-2025,873.4500000,870.0000000,887.0000000,869.0000000,879.5000000,879.5000000,0.6900000,186.0000000,76700.0000000,118.0000000,67516052.5000000
FUTSTKPNBHOUSING28-OCT-2025,870.7000000,868.0000000,884.2500000,863.2500000,874.7000000,874.7000000,0.4500000,2130.0000000,853450.0000000,1313.0000000,749027532.5000000
FUTSTKPOWERGRID30-SEP-2025,289.7500000,290.1000000,290.5500000,286.1000000,287.2500000,287.2500000,-0.8600000,34569.0000000,6469500.0000000,3405.0000000,1861833465.0000000
FUTSTKPOWERGRID25-NOV-2025,289.1500000,289.5000000,289.5000000,285.9500000,286.8000000,286.8000000,-0.8100000,471.0000000,315400.0000000,166.0000000,90580505.0000000
FUTSTKPOWERGRID28-OCT-2025,291.3000000,292.4000000,292.4000000,287.4000000,288.6000000,288.6000000,-0.9200000,2348.0000000,2413000.0000000,1270.0000000,697332585.0000000
FUTSTKPPLPHARMA30-SEP-2025,204.1100000,204.6600000,210.3000000,203.6600000,209.0600000,209.0600000,2.4200000,5137.0000000,10387500.0000000,4155.0000000,2161353825.0000000
FUTSTKPPLPHARMA28-OCT-2025,205.1400000,205.9000000,211.2000000,204.8500000,210.0500000,210.0500000,2.3900000,944.0000000,3350000.0000000,1340.0000000,700978825.0000000
FUTSTKPPLPHARMA25-NOV-2025,206.0000000,206.0000000,211.7000000,206.0000000,211.2800000,211.2800000,2.5600000,100.0000000,145000.0000000,58.0000000,30450700.0000000
FUTSTKRECLTD25-NOV-2025,385.7000000,386.6000000,389.2000000,385.0000000,386.4000000,386.4000000,0.1800000,1247.0000000,476850.0000000,374.0000000,184493328.7500000
FUTSTKRECLTD30-SEP-2025,385.2000000,385.0000000,388.8000000,383.9500000,385.7500000,385.7500000,0.1400000,53895.0000000,7443450.0000000,5838.0000000,2876795505.0000000
FUTSTKRECLTD28-OCT-2025,387.1000000,387.2500000,390.7000000,385.7500000,387.7000000,387.7000000,0.1500000,5772.0000000,3659250.0000000,2870.0000000,1421652540.0000000
FUTSTKRVNL28-OCT-2025,354.8000000,354.6000000,359.5000000,353.5500000,356.4500000,356.4500000,0.4600000,6654.0000000,2363625.0000000,1719.0000000,843591031.2500000
FUTSTKRVNL30-SEP-2025,362.4500000,362.2500000,368.0500000,361.3000000,364.0000000,364.0000000,0.4200000,21570.0000000,6443250.0000000,4686.0000000,2350832550.0000000
FUTSTKRVNL25-NOV-2025,349.9500000,351.4000000,354.0000000,349.2500000,351.7500000,351.7500000,0.5100000,1166.0000000,240625.0000000,175.0000000,84645825.0000000
FUTSTKSAIL28-OCT-2025,134.5800000,134.3500000,137.7000000,134.0900000,137.2000000,137.2000000,1.9400000,6565.0000000,26404600.0000000,5618.0000000,3612511086.0000000
FUTSTKSAIL25-NOV-2025,135.0400000,135.6500000,138.1500000,135.5700000,137.8000000,137.8000000,2.0400000,255.0000000,775500.0000000,165.0000000,106326596.0000000
FUTSTKSAIL30-SEP-2025,133.9500000,133.6500000,136.7900000,133.3900000,136.4400000,136.4400000,1.8500000,24659.0000000,37769200.0000000,8036.0000000,5131603209.0000000
FUTSTKSBILIFE25-NOV-2025,1842.6000000,1854.3000000,1866.2000000,1847.3000000,1862.4000000,1862.4000000,1.0700000,68.0000000,7125.0000000,19.0000000,13248900.0000000
FUTSTKSBILIFE30-SEP-2025,1830.0000000,1830.3000000,1849.7000000,1825.2000000,1844.9000000,1844.9000000,0.8100000,17538.0000000,1117125.0000000,2979.0000000,2056629637.5000000
FUTSTKSBILIFE28-OCT-2025,1838.3000000,1837.5000000,1859.0000000,1837.4000000,1854.8000000,1854.8000000,0.8900000,700.0000000,145500.0000000,388.0000000,269409675.0000000
FUTSTKSBIN25-NOV-2025,864.4500000,866.0000000,874.4500000,860.4500000,872.1500000,872.1500000,0.8900000,1296.0000000,315750.0000000,421.0000000,274699762.5000000
FUTSTKSBIN28-OCT-2025,860.2000000,860.2000000,870.6000000,856.4500000,868.0000000,868.0000000,0.9000000,28735.0000000,10777500.0000000,14370.0000000,9344983875.0000000
FUTSTKSBIN30-SEP-2025,856.0000000,857.0000000,866.1000000,852.1000000,863.7500000,863.7500000,0.9000000,112101.0000000,22998750.0000000,30665.0000000,19835009287.5000000
FUTSTKSIEMENS28-OCT-2025,3346.3000000,3347.1000000,3374.0000000,3337.5000000,3350.7000000,3350.7000000,0.1300000,1393.0000000,45875.0000000,367.0000000,153706237.5000000
FUTSTKSIEMENS25-NOV-2025,3363.1000000,3370.0000000,3385.0000000,3358.0000000,3364.5000000,3364.5000000,0.0400000,91.0000000,3875.0000000,31.0000000,13054100.0000000
FUTSTKSIEMENS30-SEP-2025,3330.9000000,3325.6000000,3356.1000000,3317.6000000,3332.2000000,3332.2000000,0.0300000,18050.0000000,224750.0000000,1798.0000000,749272487.5000000
FUTSTKSONACOMS30-SEP-2025,441.8000000,442.7000000,442.7000000,436.0000000,436.9000000,436.9000000,-1.1000000,24669.0000000,2009700.0000000,1914.0000000,880260202.5000000
FUTSTKSONACOMS25-NOV-2025,446.2000000,443.8500000,445.4000000,440.9500000,441.4500000,441.4500000,-1.0600000,258.0000000,50400.0000000,48.0000000,22314915.0000000
FUTSTKSONACOMS28-OCT-2025,443.9000000,445.0000000,445.0000000,438.6500000,439.1000000,439.1000000,-1.0800000,1801.0000000,518700.0000000,494.0000000,228527775.0000000
FUTSTKSUNPHARMA30-SEP-2025,1654.0000000,1651.0000000,1669.4000000,1646.8000000,1661.4000000,1661.4000000,0.4400000,42276.0000000,2128000.0000000,6080.0000000,3531389295.0000000
FUTSTKSUNPHARMA28-OCT-2025,1662.4000000,1661.8000000,1677.7000000,1655.0000000,1669.0000000,1669.0000000,0.3900000,4515.0000000,382900.0000000,1094.0000000,638621760.0000000
FUTSTKSUNPHARMA25-NOV-2025,1669.6000000,1664.4000000,1684.2000000,1662.1000000,1678.3000000,1678.3000000,0.5200000,141.0000000,18550.0000000,53.0000000,31085565.0000000
FUTSTKTATACHEM30-SEP-2025,991.3000000,988.9500000,1006.0000000,985.4000000,995.7500000,995.7500000,0.4400000,8384.0000000,1643850.0000000,2529.0000000,1638379275.0000000
FUTSTKTATAPOWER25-NOV-2025,397.8500000,400.1500000,402.6500000,399.0000000,401.4000000,401.4000000,0.8900000,339.0000000,100050.0000000,69.0000000,40107580.0000000
FUTSTKTATAPOWER30-SEP-2025,393.9500000,393.7500000,399.0000000,393.7500000,397.5000000,397.5000000,0.9000000,39387.0000000,6812100.0000000,4698.0000000,2703518620.0000000
FUTSTKTATAPOWER28-OCT-2025,395.9000000,396.3000000,400.7500000,396.3000000,399.6000000,399.6000000,0.9300000,3539.0000000,2153250.0000000,1485.0000000,859006607.5000000
FUTSTKTATASTEEL30-SEP-2025,172.7600000,171.8000000,173.2000000,171.2500000,172.0800000,172.0800000,-0.3900000,32240.0000000,21785500.0000000,3961.0000000,3750611040.0000000
FUTSTKTATASTEEL25-NOV-2025,174.3700000,173.8100000,174.8500000,173.0000000,173.7900000,173.7900000,-0.3300000,332.0000000,313500.0000000,57.0000000,54493890.0000000
FUTSTKTATASTEEL28-OCT-2025,173.6000000,173.5000000,174.1000000,172.1700000,172.9000000,172.9000000,-0.4000000,3651.0000000,7232500.0000000,1315.0000000,1251538090.0000000
FUTSTKTATATECH28-OCT-2025,724.1500000,720.1500000,729.5500000,719.0000000,728.2000000,728.2000000,0.5500000,1904.0000000,474400.0000000,593.0000000,344112120.0000000
FUTSTKTATATECH25-NOV-2025,727.5000000,725.1000000,733.7500000,724.7500000,732.2000000,732.2000000,0.6400000,205.0000000,42400.0000000,53.0000000,30931520.0000000
FUTSTKTATATECH30-SEP-2025,720.9500000,717.9000000,726.3000000,714.9500000,725.1000000,725.1000000,0.5700000,10102.0000000,2250400.0000000,2813.0000000,1626285440.0000000
FUTSTKTCS25-NOV-2025,3203.4000000,3198.3000000,3200.8000000,3170.1000000,3194.7000000,3194.7000000,-0.2700000,1861.0000000,67375.0000000,385.0000000,214553867.5000000
FUTSTKTCS30-SEP-2025,3182.7000000,3177.0000000,3184.3000000,3149.0000000,3175.2000000,3175.2000000,-0.2300000,130649.0000000,3332525.0000000,19043.0000000,10546559660.0000000
FUTSTKTCS28-OCT-2025,3187.7000000,3182.1000000,3185.0000000,3155.0000000,3179.4000000,3179.4000000,-0.2600000,25178.0000000,745325.0000000,4259.0000000,2362282912.5000000
FUTSTKTECHM25-NOV-2025,1555.0000000,1556.0000000,1557.9000000,1545.5000000,1555.8000000,1555.8000000,0.0500000,270.0000000,21600.0000000,36.0000000,33532920.0000000
FUTSTKTECHM30-SEP-2025,1555.9000000,1556.0000000,1559.7000000,1545.1000000,1556.0000000,1556.0000000,0.0000000,21302.0000000,2020800.0000000,3368.0000000,3137105700.0000000
FUTSTKTECHM28-OCT-2025,1562.8000000,1562.9000000,1566.0000000,1552.5000000,1563.9000000,1563.9000000,0.0700000,1252.0000000,253800.0000000,423.0000000,395998980.0000000
FUTSTKULTRACEMCO25-NOV-2025,12788.0000000,12712.0000000,12757.0000000,12666.0000000,12673.0000000,12673.0000000,-0.8900000,100.0000000,1000.0000000,20.0000000,12706300.0000000
FUTSTKULTRACEMCO28-OCT-2025,12726.0000000,12726.0000000,12745.0000000,12592.0000000,12612.0000000,12612.0000000,-0.8900000,2940.0000000,80500.0000000,1610.0000000,1017515200.0000000
FUTSTKULTRACEMCO30-SEP-2025,12668.0000000,12690.0000000,12692.0000000,12533.0000000,12555.0000000,12555.0000000,-0.8900000,43154.0000000,223250.0000000,4465.0000000,2809051850.0000000
FUTSTKUNIONBANK25-NOV-2025,138.1500000,139.5000000,143.0000000,139.5000000,141.8500000,141.8500000,2.6700000,123.0000000,628350.0000000,142.0000000,88707753.7500000
FUTSTKUNIONBANK30-SEP-2025,136.8500000,136.9200000,141.7500000,136.9000000,140.4700000,140.4700000,2.6400000,17824.0000000,32355600.0000000,7312.0000000,4528296536.2500000
FUTSTKUNIONBANK28-OCT-2025,137.4400000,137.5300000,142.4800000,137.5300000,141.1700000,141.1700000,2.7100000,2401.0000000,10580175.0000000,2391.0000000,1489154631.0000000
FUTSTKVBL25-NOV-2025,480.1000000,479.6000000,482.5500000,477.0000000,481.0500000,481.0500000,0.1900000,337.0000000,92250.0000000,90.0000000,44261755.0000000
FUTSTKVBL30-SEP-2025,475.7500000,474.0000000,478.2000000,471.8500000,476.4000000,476.4000000,0.1300000,36007.0000000,4178925.0000000,4077.0000000,1986462658.7500000
FUTSTKVBL28-OCT-2025,477.8000000,475.6000000,480.3500000,474.2500000,478.8000000,478.8000000,0.2000000,3408.0000000,1230000.0000000,1200.0000000,587564901.2500000
FUTSTKYESBANK25-NOV-2025,21.3400000,21.3300000,21.7000000,21.3000000,21.4700000,21.4700000,0.6000000,997.0000000,10263000.0000000,330.0000000,220289697.0000000
FUTSTKYESBANK28-OCT-2025,21.2300000,21.2100000,21.5900000,21.1900000,21.3600000,21.3600000,0.6100000,4735.0000000,41269700.0000000,1327.0000000,881245246.0000000
FUTSTKYESBANK30-SEP-2025,21.1300000,21.0800000,21.4900000,21.0700000,21.2500000,21.2500000,0.5600000,21770.0000000,112208800.0000000,3608.0000000,2384747378.0000000
FUTSTK360ONE28-OCT-2025,1111.8000000,1108.8000000,1108.8000000,1084.6000000,1088.8000000,1088.8000000,-2.0600000,272.0000000,97500.0000000,195.0000000,106828150.0000000
